Name,Coord,,,,,,,
TDN cam 2/ch01_00000000004030000.jpg,81 602,441 640,896 688,1802 751,,,,
TDN cam 2/ch01_00000000004030100.jpg,86 601,441 640,903 690,1803 753,,,,
TDN cam 2/ch01_00000000004030200.jpg,74 601,437 641,897 686,1804 755,,,,
TDN cam 2/ch01_00000000004030300.jpg,84 603,441 640,897 688,1803 753,,,,
TDN cam 2/ch01_00000000004030400.jpg,87 602,441 640,897 688,1804 753,,,,
TDN cam 2/ch01_00000000004030500.jpg,87 602,450 641,896 687,1802 751,,,,
TDN cam 2/ch01_00000000004030600.jpg,85 602,441 641,897 688,1803 751,,,,
TDN cam 2/ch01_00000000004030700.jpg,87 602,441 640,896 687,1482 732,1804 753,,,
TDN cam 2/ch01_00000000004030800.jpg,86 602,441 640,896 687,1483 733,,,,
TDN cam 2/ch01_00000000004030900.jpg,85 602,425 640,900 684,1483 743,,,,
TDN cam 2/ch01_00000000004031000.jpg,86 602,278 629,441 641,897 688,1482 733,1892 752,,
TDN cam 2/ch01_00000000004031100.jpg,84 602,278 629,441 640,897 688,1481 732,,,
TDN cam 2/ch01_00000000004031200.jpg,85 600,440 640,901 684,1479 732,,,,
TDN cam 2/ch01_00000000004031300.jpg,83 601,441 640,897 688,1482 729,,,,
TDN cam 2/ch01_00000000004031400.jpg,88 600,173 623,438 639,897 688,1483 732,,,
TDN cam 2/ch01_00000000004031500.jpg,89 600,172 622,441 640,897 688,1486 731,,,
TDN cam 2/ch01_00000000004031600.jpg,84 600,172 623,279 627,442 640,897 688,1483 731,,
TDN cam 2/ch01_00000000004031700.jpg,87 600,168 626,279 627,440 639,897 688,1482 732,1795 753,
TDN cam 2/ch01_00000000004031800.jpg,87 600,173 623,278 628,457 641,897 688,1484 732,1796 752,
TDN cam 2/ch01_00000000004031900.jpg,88 601,171 623,278 627,441 640,897 687,1483 732,1794 752,
TDN cam 2/ch01_00000000004032000.jpg,93 599,166 626,278 627,441 640,897 688,1483 732,1794 753,
TDN cam 2/ch01_00000000004032100.jpg,95 601,170 623,279 627,442 640,897 688,1483 732,1796 752,
TDN cam 2/ch01_00000000004032200.jpg,170 623,278 627,441 641,897 687,1483 732,1794 752,,
TDN cam 2/ch01_00000000004032300.jpg,171 623,279 627,438 642,897 688,1137 710,1478 730,1793 752,
TDN cam 2/ch01_00000000004032400.jpg,88 601,171 623,279 627,441 640,896 687,1138 710,1478 731,1794 752
TDN cam 2/ch01_00000000004032500.jpg,87 600,171 623,278 627,441 640,898 684,1138 707,1480 731,1794 752
TDN cam 2/ch01_00000000004032600.jpg,87 600,170 623,277 627,440 640,896 687,1137 707,1481 732,1796 752
TDN cam 2/ch01_00000000004032700.jpg,87 600,165 626,282 628,441 640,1139 706,1481 728,1795 752,
TDN cam 2/ch01_00000000004032800.jpg,84 600,171 623,278 627,441 640,1140 710,1479 731,1801 751,
TDN cam 2/ch01_00000000004032900.jpg,88 600,169 623,440 640,1137 711,1485 740,1792 752,,
TDN cam 2/ch01_00000000004033000.jpg,89 599,159 627,431 639,1138 712,1482 731,1794 752,,
TDN cam 2/ch01_00000000004033100.jpg,89 599,179 628,440 640,1137 713,1485 723,1797 753,,
TDN cam 2/ch01_00000000004033200.jpg,87 600,172 623,440 640,1140 718,1484 732,1793 752,,
TDN cam 2/ch01_00000000004033300.jpg,88 600,172 623,440 640,1139 712,1484 731,1795 753,,
TDN cam 2/ch01_00000000004033400.jpg,88 600,168 623,271 631,433 641,1138 713,1483 730,1796 753,
TDN cam 2/ch01_00000000004033500.jpg,89 599,169 623,272 634,442 640,1139 713,1483 732,1795 752,
TDN cam 2/ch01_00000000004033600.jpg,87 600,169 623,273 631,442 640,1137 712,1484 732,1800 752,1827 834
TDN cam 2/ch01_00000000004033700.jpg,83 599,168 622,274 631,440 640,1138 713,1483 734,1793 752,
TDN cam 2/ch01_00000000004033800.jpg,111 650,177 621,440 637,1134 712,1803 753,,,
TDN cam 2/ch01_00000000004033900.jpg,90 600,172 622,441 638,1140 706,1803 753,,,
TDN cam 2/ch01_00000000004034000.jpg,89 599,172 623,440 639,1140 712,1803 753,,,
TDN cam 2/ch01_00000000004034100.jpg,85 600,172 623,440 640,1139 712,1803 753,,,
TDN cam 2/ch01_00000000004034200.jpg,87 600,173 623,441 641,1140 712,,,,
TDN cam 2/ch01_00000000004034300.jpg,86 602,440 640,1139 711,,,,,
TDN cam 2/ch01_00000000004034400.jpg,87 600,441 641,1141 713,,,,,
TDN cam 2/ch01_00000000004034500.jpg,88 601,261 620,440 641,1137 712,1500 742,,,
TDN cam 2/ch01_00000000004034600.jpg,85 602,440 640,1140 714,1439 735,,,,
TDN cam 2/ch01_00000000004034700.jpg,86 603,289 618,441 640,1145 713,1439 735,,,
TDN cam 2/ch01_00000000004034800.jpg,86 602,289 618,440 640,1136 713,1439 735,,,
TDN cam 2/ch01_00000000004034900.jpg,85 602,289 618,441 640,1136 707,,,,
TDN cam 2/ch01_00000000004035000.jpg,85 602,290 619,440 640,1140 712,,,,
TDN cam 2/ch01_00000000004035100.jpg,86 602,445 640,1137 708,1434 771,,,,
TDN cam 2/ch01_00000000004035200.jpg,86 601,440 638,1139 712,,,,,
TDN cam 2/ch01_00000000004035300.jpg,85 602,441 640,1140 713,,,,,
TDN cam 2/ch01_00000000004035400.jpg,86 602,440 639,1140 712,,,,,
TDN cam 2/ch01_00000000004035500.jpg,88 601,439 640,1141 712,,,,,
TDN cam 2/ch01_00000000004035600.jpg,87 601,440 640,679 672,1138 713,1525 744,,,
TDN cam 2/ch01_00000000004035700.jpg,18 606,440 640,678 673,1139 713,1525 744,,,
TDN cam 2/ch01_00000000004035800.jpg,18 606,121 612,440 640,679 671,1137 713,1526 745,,
TDN cam 2/ch01_00000000004035900.jpg,18 605,234 627,441 640,679 672,1137 714,1524 744,,
TDN cam 2/ch01_00000000004036000.jpg,15 615,65 617,234 628,441 640,681 672,1137 713,1524 745,
TDN cam 2/ch01_00000000004036100.jpg,15 616,66 617,234 627,440 640,680 672,1138 712,1525 744,
TDN cam 2/ch01_00000000004036200.jpg,15 606,66 617,170 619,296 630,440 640,679 672,1138 712,1525 746
TDN cam 2/ch01_00000000004036300.jpg,15 615,63 617,170 620,295 629,441 640,1138 712,,
TDN cam 2/ch01_00000000004036400.jpg,15 614,63 618,172 619,296 630,440 640,635 659,1139 713,
TDN cam 2/ch01_00000000004036500.jpg,16 614,63 618,170 619,296 630,440 640,636 651,1140 712,
TDN cam 2/ch01_00000000004036600.jpg,15 614,63 618,170 619,298 630,440 640,636 658,1140 713,
TDN cam 2/ch01_00000000004036700.jpg,15 607,63 618,170 619,295 630,441 638,635 657,1140 713,
TDN cam 2/ch01_00000000004036800.jpg,15 614,64 617,169 619,295 630,440 640,633 657,1140 713,
TDN cam 2/ch01_00000000004036900.jpg,15 607,68 620,172 619,288 630,440 640,633 658,1139 713,
TDN cam 2/ch01_00000000004037000.jpg,16 615,63 618,170 619,295 630,440 640,633 657,1140 713,
TDN cam 2/ch01_00000000004037100.jpg,18 606,169 619,295 630,440 639,631 658,1141 712,,
TDN cam 2/ch01_00000000004037200.jpg,169 620,295 631,440 640,639 660,1139 713,,,
TDN cam 2/ch01_00000000004037300.jpg,18 606,170 619,295 630,440 640,635 658,1140 714,1429 749,
TDN cam 2/ch01_00000000004037400.jpg,18 607,169 619,295 630,421 637,636 657,1137 713,1427 749,
TDN cam 2/ch01_00000000004037500.jpg,171 620,295 630,439 641,636 657,1136 713,1426 750,,
TDN cam 2/ch01_00000000004037600.jpg,18 606,168 620,297 630,440 640,635 657,1137 712,,
TDN cam 2/ch01_00000000004037700.jpg,17 606,168 620,294 630,439 640,635 657,1138 707,,
TDN cam 2/ch01_00000000004037800.jpg,16 608,75 619,169 619,295 630,440 638,636 657,1139 706,
TDN cam 2/ch01_00000000004037900.jpg,16 607,74 619,168 619,290 632,440 640,636 657,1138 706,
TDN cam 2/ch01_00000000004038000.jpg,16 608,73 620,166 620,295 630,439 641,635 658,1139 706,
TDN cam 2/ch01_00000000004038100.jpg,16 607,73 619,167 619,295 630,441 640,1138 706,,
TDN cam 2/ch01_00000000004038200.jpg,17 607,74 620,168 619,295 631,440 640,1140 706,,
TDN cam 2/ch01_00000000004038300.jpg,17 606,72 619,169 619,295 630,441 640,1139 706,,
TDN cam 2/ch01_00000000004038400.jpg,18 606,168 619,295 631,441 640,1137 707,,,
TDN cam 2/ch01_00000000004038500.jpg,18 607,170 620,296 630,441 640,659 663,1141 709,,
TDN cam 2/ch01_00000000004038600.jpg,18 607,171 619,294 630,441 640,653 663,1140 707,,
TDN cam 2/ch01_00000000004038700.jpg,41 628,168 620,295 631,441 640,654 663,1141 709,,
TDN cam 2/ch01_00000000004038800.jpg,16 608,71 619,171 619,295 630,442 640,661 664,1140 706,
TDN cam 2/ch01_00000000004038900.jpg,17 614,71 618,171 618,296 630,441 639,653 663,1139 712,
TDN cam 2/ch01_00000000004039000.jpg,16 614,71 618,172 619,295 631,441 640,654 663,1141 707,
TDN cam 2/ch01_00000000004039100.jpg,16 608,73 618,173 615,294 631,442 640,653 663,1140 707,
TDN cam 2/ch01_00000000004039200.jpg,16 608,71 618,174 618,295 630,442 640,653 663,1136 711,
TDN cam 2/ch01_00000000004039300.jpg,18 607,169 620,294 629,441 640,653 663,1138 710,,
TDN cam 2/ch01_00000000004039400.jpg,18 607,170 620,295 630,441 640,653 663,1139 711,,
TDN cam 2/ch01_00000000004039500.jpg,19 607,168 620,295 630,441 639,653 663,1140 712,,
TDN cam 2/ch01_00000000004039600.jpg,18 608,170 619,293 629,441 640,653 663,1137 707,,
TDN cam 2/ch01_00000000004039700.jpg,18 607,170 619,308 631,441 640,1140 708,,,
TDN cam 2/ch01_00000000004039800.jpg,18 607,168 619,295 631,441 640,1141 708,1888 838,,
TDN cam 2/ch01_00000000004039900.jpg,16 608,166 620,293 629,440 640,1140 708,,,
TDN cam 2/ch01_00000000004040000.jpg,15 615,67 612,170 620,295 630,439 640,1140 708,,
TDN cam 2/ch01_00000000004040100.jpg,63 611,169 620,296 630,441 640,1139 706,,,
TDN cam 2/ch01_00000000004040200.jpg,15 614,69 611,171 619,295 630,441 641,1140 706,,
TDN cam 2/ch01_00000000004040300.jpg,66 612,171 619,295 632,439 638,1140 706,,,
TDN cam 2/ch01_00000000004040400.jpg,71 612,171 618,295 630,441 640,1139 707,,,
TDN cam 2/ch01_00000000004040500.jpg,67 612,171 619,295 629,440 640,1140 710,,,
TDN cam 2/ch01_00000000004040600.jpg,19 607,168 619,295 630,441 640,1147 711,,,
TDN cam 2/ch01_00000000004040700.jpg,18 608,169 618,297 631,441 640,1139 709,,,
TDN cam 2/ch01_00000000004040800.jpg,19 606,169 618,299 629,441 640,1139 711,,,
TDN cam 2/ch01_00000000004040900.jpg,18 608,168 619,311 631,441 641,1140 708,,,
